Campus,Campus.Specialty,Department,Arrived 2022 YTD,Campus Corrected,Campus.Specialty Corrected,Notes
NETWORK,Transplant Institute,5 CUBA HILL TRANSPLANT KIDNEY,66,,,
NETWORK,Transplant Institute,5 CUBA HILL TRANSPLANT LIVER,118,,,
NETWORK,Urology,5 CUBA HILL UROLOGY,0,,,
NETWORK,Cardiology,500 MONTAUK HWY CARDIOLOGY,310,,,
NETWORK,Surgery,5030 BRDWY SURG VASC,337,,,
NETWORK,Cardiology,5030 BROADWAY CARD,10,,,
NETWORK,Internal Medicine,5030 BROADWAY IM,792,,,
NETWORK,Internal Medicine,5030 BROADWAY NETWORK IM,0,,,
NETWORK,Urgent Care,5030 BROADWAY URGENT CARE,23,,,
NETWORK,Cardiology,521 W 181ST ST CARDIOLOGY,0,,,
NETWORK,Internal Medicine,59 SOUTHERN BLVD INTERNAL MED,7687,,,
NETWORK,Nephrology,59 SOUTHERN BLVD NEPHROLOGY,98,,,
NETWORK,OB/Gyn,59 SOUTHERN BLVD OBGYN,21,,,
NETWORK,Orthopedics,59 SOUTHERN BLVD ORTHOPAEDICS,259,,,
NETWORK,Podiatry,59 SOUTHERN BLVD PODIATRY,343,,,
NETWORK,Rheumatology,59 SOUTHERN BLVD RHEUMATOLOGY,243,,,
NETWORK,Urology,59 SOUTHERN BLVD UROLOGY,0,,,
NETWORK,Pulmonary Disease and Critical Care,59 SOUTHERN BOULEVARD PULMONARY,0,,,
NETWORK,Cardiology,600 UNIVERSITY BLVD CARDIOLOGY,3974,,,
NETWORK,Pulmonary Disease and Critical Care,600 UNIVERSITY BLVD PULMONARY,744,,,
NETWORK,Cardiology,61 SOUTHERN BLVD CARDIOLOGY,2148,,,
NETWORK,Gastroenterology,61 SOUTHERN BLVD GASTROENTEROLOGY,1406,,,
NETWORK,Internal Medicine,61-42 MASPETH INTERNAL MEDICINE,0,,,
NETWORK,Cardiology,625 N FLAGLER DRIVE CARDIOLOGY,1160,,,
NETWORK,Dermatology,625 N FLAGLER DRIVE DERMATOLOGY,648,,,
NETWORK,Endocrinology,625 N FLAGLER DRIVE ENDOCRINOLOGY,449,,,
NETWORK,Internal Medicine,625 N FLAGLER DRIVE INTERNAL MEDICINE,692,,,
NETWORK,Pulmonary Disease and Critical Care,625 N FLAGLER DRIVE PULMONARY,119,,,
NETWORK,Allergy,66 COMMACK RD ALLERGY,0,,,
NETWORK,Endocrinology,66 COMMACK RD ENDOCRINOLOGY,0,,,
NETWORK,Internal Medicine,66 COMMACK RD INTERNAL MEDICINE,0,,,
NETWORK,Nephrology,66 COMMACK RD NEPHROLOGY,0,,,
NETWORK,OB/Gyn,66 COMMACK RD OBGYN,0,,,
NETWORK,Podiatry,66 COMMACK RD PODIATRY,0,,,
NETWORK,Endocrinology,774 MANOR RD ENDOCRINOLOGY,1673,,,
NETWORK,Podiatry,774 MANOR RD PODIATRY,212,,,
NETWORK,Internal Medicine,797 BRIGHTON AVE INTERNAL MEDICINE,309,,,
NETWORK,Internal Medicine,84-52 63 AVE INTERNAL MEDICINE,0,,,
NETWORK,Urology,944 PARK AVE. UROLOGY,298,,,
NETWORK,Cardiology-Electrophysiology,99-01 QNS BLVD CARD EP,70,,,
NETWORK,Cardiology,99-01 QNS BLVD CARDIOLOGY,3195,,,
NETWORK,Endocrinology,99-01 QNS BLVD ENDOCRINOLOGY,852,,,
NETWORK,Neurology,99-01 QNS BLVD NEUROLOGY,161,,,
NETWORK,OB/Gyn,99-01 QNS BLVD OBGYN,778,,,
NETWORK,Orthopedics,99-01 QNS BLVD ORTHOPEDICS,356,,,
NETWORK,Physical Medicine and Rehab,99-01 QNS BLVD PHYSICAL MEDICINE AND REHAB,159,,,
NETWORK,Internal Medicine,99-01 QNS BLVD PRIMARY CARE,6839,,,
NETWORK,Rheumatology,99-01 QNS BLVD RHEUMATOLOGY,99,,,
NETWORK,Surgery,99-01 QNS BLVD SURG BARI,38,,,
NETWORK,Surgery,99-01 QNS BLVD SURG GENERAL,48,,,
NETWORK,Surgery,99-01 QNS BLVD SURG VASCULAR,60,,,
NETWORK,Urology,99-01 QNS BLVD UROLOGY,0,,,
NETWORK,Urology,99-01 QNS BLVD UROLOGY-SA 8,362,,,
NETWORK,Internal Medicine,99-01 QUEENS BLVD IM,0,,,
NETWORK,Transplant Institute,FPA RMTI LIVER DISEASE,0,,,
NETWORK,Transplant Institute,FPA RMTI LIVER SURGERY,0,,,
NETWORK,Transplant Institute,FPA TRANSPLANT INSTITUTE- KIDNEY,0,,,
NETWORK,Transplant Institute,FPA TRANSPLANT INSTITUTE- LIVER,0,,,
NETWORK,*No specialty,MSQ ENDOSCOPY,0,,,
MSH- AMBULATORY CARE,Multiple Specialty,17 E 102ND MEDICATION ACCESS PROGRAM (MAP),646,,,Ask Nandini?
NETWORK,Multiple Specialty,25-20 30TH AVE DIABETES ALLIANCE,206,,Endocrinology,
NETWORK,POMA,NEW 3201 KINGS HWY PST,888,MSB,,
NETWORK,Cardiology,NEW 37-12 82ND ST CARDIOLOGY,0,,,
NETWORK,Cardiology,NS CARD 61 BAY SHORE,0,,,
NETWORK,Cardiology,NS CARD 61 NESCONSET,0,,,
NETWORK,Dermatology,NS DERMATOLOGY-775,0,,,
NETWORK,Endocrinology,NS ENDOCRINOLOGY-66,0,,,
NETWORK,Gastroenterology,NS GASTROENTEROLOGY-61,0,,,
NETWORK,Gastroenterology,NS GI IDX ATTENDING,0,,,
NETWORK,Internal Medicine,NS HW MEDICINE,0,,,
NETWORK,OB/Gyn,NS HW OB/GYN,0,,,
NETWORK,Internal Medicine,NS INTERNAL MEDICINE59,0,,,
NETWORK,Ophthalmology,NS OPHTHALMOLOGY 775,0,,,
NETWORK,Pediatrics,NS PEDIATRICS-775,0,,,
NETWORK,Rheumatology,NS RHEUMATOLOGY-59,0,,,
NETWORK,Urology,NS UROLOGY-59,0,,,
OTHER,Multiple Specialty,281 1ST AVE DIABETES,0,MSBI,,
NYEE,Ophthalmology,1630 E 15TH ST OPHTHALMOLOGY,0,,,
NYEE,Ophthalmology,200 OLD COUNTRY RD OPHTHALMOLOGY,0,,,
NYEE,Ophthalmology,200 W 57TH ST NYEE OPHTHALMOLOGY,0,,,
NYEE,ENT-Otolaryngology,200 W 57TH ST OTOLARYNGOLOGY,0,,,
NYEE,ENT-Otolaryngology,310 E 14TH ENT,0,,,
NYEE,Pulmonary Disease and Critical Care,310 E 14TH SLEEP CENTER,0,,,
NYEE,Multiple Specialty,310 E 14TH ST DIABETES,0,,Endocrinology,
NYEE,Ophthalmology,310 E 14TH ST OPHTHALMOLOGY,0,,,
NYEE,ENT-Otolaryngology,380 2ND AVE ENT OTOLARYNGOLOGY,0,,,
NYEE,Ophthalmology,77 WORTH ST OPHTHALMOLOGY ,0,,,
NYEE,ENT-Otolaryngology,9735 WILSHIRE BLVD OTOLARYNGOLOGY,0,,,
NETWORK,Multiple Specialty,37-12 82ND ST DIABETES ALLIANCE,153,,Endocrinology,
ONCOLOGY,Oncology,10 UNION SQ E CANCER,0,,,DEACTIVATE?
ONCOLOGY,Oncology,10 UNION SQ E HEM ONC,713,,,
ONCOLOGY,Oncology,10 UNION SQ E HEM ONC INFUSION,107,,,
ONCOLOGY,Surgery,10 UNION SQ E SURG BREAST,962,,,
ONCOLOGY,Oncology,10 UNION SQ E THERAPEUTIC INFUSION,702,,,
ONCOLOGY,Oncology,1000 10TH AVE HEM ONC,1161,,,
ONCOLOGY,Surgery,1090 AMST SURG BREAST,578,,,
ONCOLOGY,Breast Health Med Onc,1176 5TH DUBIN MED ONC,7446,,,
ONCOLOGY,Breast Health Surg Onc,1176 5TH DUBIN SURG ONC,1952,,,
ONCOLOGY,Oncology,1468 MADISON CANCER,422,,,
ONCOLOGY,Oncology,1470 MADISON CANCER CENTER,48951,,,
OTHER,Multiple Specialty,HOME VISITS,0,,,
ONCOLOGY,General Surgery,25-20 30TH AVE BREAST SURGERY,0,,,
ONCOLOGY,Oncology,25-20 30TH AVE HEM ONC,2219,,,
ONCOLOGY,Oncology,25-20 30TH AVE HEM ONC INFUSION,585,,,
ONCOLOGY,Oncology,25-20 30TH AVE THERAPEUTIC INFUSION,989,,,
ONCOLOGY,Oncology,27-15 30TH AVE HEM ONC,0,,,DEACTIVATE?
ONCOLOGY,Oncology,27-15 30TH AVE HEM ONC INFUSION,0,,,DEACTIVATE?
ONCOLOGY,Oncology,27-15 30TH AVE THERAPEUTIC INFUSION,0,,,DEACTIVATE?
ONCOLOGY,Oncology,3131 KINGS CHEMO INFUSION,481,,,
ONCOLOGY,Oncology,3131 KINGS HIGHWAY GYN ONC,49,,,
ONCOLOGY,Surgery,3131 KINGS HWY BREAST SURGERY,56,,,
ONCOLOGY,Oncology,3131 KINGS MED ONC CLINIC,716,,,
ONCOLOGY,Oncology,3131 KINGS THERAPY INFUSION,135,,,
ONCOLOGY,Breast Health Med Onc,325 W 15TH ST BREAST SURG,792,,,
ONCOLOGY,Oncology,325 W 15TH ST CANCER,0,,,DEACTIVATE?
ONCOLOGY,Surgery,325 W 15TH ST DERMATOLOGY,1265,,,
ONCOLOGY,Dermatology,325 W 15TH ST DERMATOLOGY CLINIC,127,,,
ONCOLOGY,Gynecology,325 W 15TH ST GYN ONC,0,,,DEACTIVATE?
ONCOLOGY,Gynecology,325 W 15TH ST GYN ONCOLOGY,1524,,,
ONCOLOGY,Oncology,325 W 15TH ST HEM ONC,5756,,,
ONCOLOGY,Oncology,325 W 15TH ST HEM ONC INFUSION,3682,,,
ONCOLOGY,OB/Gyn,325 W 15TH ST OBGYN,617,,,
ONCOLOGY,Oncology,325 W 15TH ST ONCOLOGY LAB,5896,,,
ONCOLOGY,Palliative Care,325 W 15TH ST PALLIATIVE CARE,153,,,
ONCOLOGY,Psych Shared,325 W 15TH ST PSYCH ONC,47,,,
ONCOLOGY,Surgery,325 W 15TH ST SURG PLASTIC,67,,,
ONCOLOGY,Thoracic Surgery,325 W 15TH ST SURG THORACIC,204,,,
ONCOLOGY,Oncology,325 W 15TH ST THERAPEUTIC INFUSION,25,,,
ONCOLOGY,Oncology,325 W 15TH ST THERAPEUTIC LAB,9,,,
ONCOLOGY,Thoracic Surgery,325 W 15TH ST THOR,0,,,DEACTIVATE?
ONCOLOGY,Surgery,341 CENTRAL PARK AVE SURG BREAST,45,,,
ONCOLOGY,Oncology,37-12 82ND ST HEM ONC,62,,,
ONCOLOGY,Surgery,425 W 59 6FL SURG BREAST,0,,,DEACTIVATE?
ONCOLOGY,Surgery,425 W 59 SURG BREAST,615,MSW,,
ONCOLOGY,Oncology,425 W 59TH ST HEM ONC,2751,,,
ONCOLOGY,Oncology,425 WEST 59TH ST HEM ONC INFUSION,1749,,,
ONCOLOGY,Oncology,425 WEST 59TH ST HEM/ONC,0,,,DEACTIVATE?
ONCOLOGY,Oncology,425 WEST 59TH ST THERAPEUTIC INFUSION,77,,,
ONCOLOGY,Oncology,440 W 114 HEM ONC,1097,,,
ONCOLOGY,Oncology,440 W 114 INFUSION CENTER,614,,,
ONCOLOGY,Oncology,440 W 114 THERAPEUTIC INFUSION,154,,,
ONCOLOGY,Thoracic Surgery,440 W 114 THORACIC SURG,32,MSM,,Corrected by Marcy
MSH-MSDFP,Pediatric Hematology/Oncology,1468 MADISON HEME/ONC PEDS,1673,,Pediatric Hematology/Oncology,
ONCOLOGY,Internal Medicine,5 CUBA HILL HEM-ONC,0,,,DEACTIVATE?
ONCOLOGY,Oncology,MSQ INFUSION CENTER,0,,,DEACTIVATE?
ONCOLOGY,*No specialty,MSQ INFUSION THERAPY,0,,,DEACTIVATE?
ONCOLOGY,Oncology,NEW 37-12 82ND ST HEM ONC,0,,,DEACTIVATE?
NETWORK,Multiple Specialty,MSQ FAMILY HEALTH ASSO,1,,Family Medicine,
OTHER,Cardiology,1 HEALTHY WAY CARDIOLOGY,0,,,
OTHER,ENT-Otolaryngology,1 VALLEY HEALTH PLAZA OTOLARYNGOLOGY,0,MSH-MSDFP,,Corrected by Amy Nelson
OTHER,Oncology,1 VALLEY HLTH PLZ ONCOLOGY,0,,,
OTHER,Internal Medicine,10 UNION SQ E VACCINE POD,0,,,
OTHER,Internal Medicine,10 UNION SQ VACCINE POD,0,,,
OTHER,Internal Medicine,1000 10TH AVE VACCINE POD,0,,,
OTHER,Surgery,102 PARK SURG BARI,0,,,
OTHER,Liver,1086 N BROADWAY LIVER INSTITUTE,0,,,
OTHER,Cardiology,1090 AMST CARDIOLOGY,0,,,
OTHER,Internal Medicine,1155 NORTHERN BLVD VACCINE POD,0,,,
OTHER,Urgent Care,1190 5TH AVE MSH SALIVA COVID TESTING,0,,,
OTHER,Internal Medicine,1190 5TH POMA GP2,0,,,
OTHER,Cardiology,119-12 94TH AVE CARD,0,,,
OTHER,Adolescent Medicine,122 AMSTERDAM SCH,0,,,
OTHER,Psych Shared,1249 5TH AVE IOP HOSP CLINIC,0,,,
OTHER,ENT-Otolaryngology,125 ST NICHOLAS AVE ENT,0,,,
OTHER,Vascular Surgery,125 ST NICHOLAS AVE VASCULAR SURGERY,0,,,
OTHER,Colorectal Surgery,128 MOTT COLORECTAL SURGERY,0,,,
OTHER,Cardiology,1414 NEWKIRK AVE CARDIOLOGY,0,,,
OTHER,Cardiology,1421 3RD AVE CARDIOLOGY,0,,,
OTHER,Internal Medicine,1436 BROADWAY VACCINE POD,0,,,
OTHER,Internal Medicine-CPR,1440 MADISON AVE COVID TESTING,0,,,
OTHER,Internal Medicine,1440 MADISON AVE VACCINE POD,0,,,
OTHER,Adolescent Medicine,145 W 84 SCH,0,,,
OTHER,Nephrology,1450 MADISON AVE HOME HEMO DIALYSIS,0,,,
OTHER,Nephrology,1450 MADISON AVE PERITONEAL DIALYSIS,0,,,
OTHER,Nephrology,1450 MADISON AVE PERITONEAL DIALYSIS APPTS,0,,,
OTHER,Internal Medicine,1468 MADISON AVE VACCINE POD,0,,,
OTHER,Internal Medicine,1470 MADISON VACCINE CANCER CENTER,0,,,
NETWORK,Multiple Specialty,MSQ PHYSICIAN ASSOC,0,,Primary Care,
OTHER,Surgery,155 WHITE PL SURG PLAS,0,,,
OTHER,Gastroenterology,156 WILLIAM ST ENDOSCOPY,0,,,
OTHER,Physical Medicine and Rehab,17 E 102 MSH REHAB NEUROPSYCHOLOGY,0,,,
OTHER,Internal Medicine,17 E 102ND ST COVID SERUM TESTING,0,,,
OTHER,General Surgery,1819 13ST SURGERY,0,,,
OTHER,Internal Medicine,2 W 86TH  ST TESTING CENTER EMP,0,,,
OTHER,Internal Medicine,2 W 86TH ST TESTING CENTER NON EMP,0,,,
OTHER,Gastroenterology,201 E 93RD ST ENDOSCOPY,0,,,
OTHER,Occupational Health,226 W 14TH ST BHS DEPARTMENT OF CORRECTION,0,,,
OTHER,Occupational Therapy,25-10 30TH AVE MSQ OT,0,,,
OTHER,Physical Therapy,25-10 30TH AVE MSQ PT,0,,,
OTHER,Speech Therapy,25-10 30TH AVE MSQ SLP,0,,,
OTHER,Internal Medicine,25-13 30TH RD VACCINE POD TENT B,0,,,
OTHER,Internal Medicine,25-20 30TH AVE VACCINE POD,0,,,
NETWORK,Multiple Specialty,RS MS MULTI SPEC LIC,0,,,
OTHER,Occupational Health,281 1ST AVE EHS,0,,,
OTHER,Internal Medicine,281 1ST AVE VACCINE POD,0,,,
OTHER,Occupational Health,309 W 23RD ST BHS DEPARTMENT OF CORRECTION,0,,,
OTHER,Internal Medicine,3131 KINGS HWY VACCINE POD,0,,,
OTHER,Internal Medicine,3201 KINGS HWY VACCINE POD,0,,,
OTHER,Occupational Health,340 E 17TH ST EHS,0,,,
OTHER,Cardiology,343 WEST 145TH STREET CARDIOLOGY,0,,,
OTHER,Internal Medicine,37-12 82ND ST VACCINE POD,0,,,
OTHER,Cardiology,432 BEDFORD CARDIOLOGY,0,,,
OTHER,Internal Medicine,440 W 114 VACCINE POD,0,,,
OTHER,Cardiology,443 LINDEN CARD,0,,,
OTHER,Adolescent Medicine,443 W 135 SCH,0,,,
OTHER,Peds Gastroenterology,495 CNTRL PARK PEDSGAS,0,MSH-MSDFP,,Corrected by Amy Nelson
OTHER,Orthopedics,4982 HYLAN BLVD ORTHOPEDICS,0,MSH-MSDFP,,Corrected by Amy Nelson
OTHER,Internal Medicine,5 CUBA HILL VACCINE POD,0,,,
OTHER,Surgery,510 BROADHOLLOW SURG COLORECTAL,0,,,
OTHER,Nephrology,520 E 117TH DIALYSIS,0,,,
OTHER,Gastroenterology,535 5TH AVE ENDOSCOPY,0,,,
OTHER,Occupational Health,55 E 34TH ST BHS DEPARTMENT OF CORRECTION,0,,,
OTHER,Cardiology,573 W 161 ST CARDIOLOGY,0,,,
OTHER,Cardiology,585 BUSHWICK AVE CARDIOLOGY,0,,,
OTHER,Surgery,591 OCN PRKWY SURG GEN,0,MSH-MSDFP,,Corrected by Amy Nelson
OTHER,Dermatology,620 COLUMBUS AVE DERM,0,MSH-MSDFP,,Corrected by Amy Nelson
OTHER,Cardiology,718 TEANECK ROAD  CARDIAC SURGERY,0,,,
OTHER,Neurology,741 NORTHFIELD AVENUE NEUROLOGY,0,,,
OTHER,Surgery,86-11 LEFF SURG VASCULAR,0,,,
OTHER,Cardiology,888 ROUTE 6 CARDIOLOGY,0,,,
OTHER,Cardiology,9413 FLATLANDS AVE. 2ND FLOOR (CARDIOLOGY),0,,,
OTHER,Thoracic Surgery,970 N BROADWAY THORACIC SURG,0,,,
OTHER,*No specialty,AMB SURG INTERV RAD,0,,,
OTHER,Cardiology,CARDIOLOGY OFFSITE,0,,,
OTHER,Research,CRU,0,,,
OTHER,*No specialty,DENTAL DTC GEN,0,,,
OTHER,Internal Medicine,EHHOP,0,,,
OTHER,*No specialty,EMPLOYEE HEALTH,0,,,
OTHER,*No specialty,ENT OTOLOGY,0,,,
OTHER,*No specialty,ENT RHINO,0,,,
OTHER,Gerontology,GERIATRICS-PALLIATIVE HOUSE CALLS,0,,,
OTHER,Geriatrics,HAH PLUS,0,,,
ONCOLOGY,Multiple Specialty,THERAPEUTIC INF,4789,,Oncology,
OTHER,Obstetrics,HOSP OB COVID,391,,,
OTHER,*No specialty,INACTIVE DEPARTMENT,0,,,
OTHER,Obstetrics,KP2 L&D,0,,,
OTHER,Radiology,MOUNT SINAI HOSPITAL RADIOLOGY,0,,,
OTHER,Internal Medicine,MS SLR BH PRIMARY CARE,0,,,
OTHER,*No specialty,MSH GP3 PACU,0,,,
OTHER,Oncology,MSH PLASMA CENTER,0,,,
OTHER,Anesthesiology,MSM ANESTHESIA DEPT,0,,,
OTHER,Anesthesiology,MSM ANESTHESIOLOGY,0,,,
OTHER,*No specialty,MSQ AMB SURG INTERV RAD,0,,,
OTHER,Occupational Therapy,MSQ PA OT,0,,,
OTHER,Physical Therapy,MSQ PA PHYSICAL THPY,0,,,
OTHER,Speech Therapy,MSQ PA SPEECH THERAPY,0,,,
OTHER,*No specialty,MSQ PACU,0,,,
OTHER,Anesthesiology,MSW ANESTHESIA DEPT,0,,,
OTHER,Anesthesiology,MSW ANESTHESIOLOGY,0,,,
OTHER,*No specialty,PACU MSM,0,,,
OTHER,*No specialty,PACU MSW,0,,,
OTHER,Vascular Surgery,PB 125 ST NICHOLAS AVE VASCULAR SURGERY,0,,,
OTHER,Physical Medicine and Rehab,REHAB MEDICINE,0,,,
OTHER,Physical Medicine and Rehab,REHAB NEUROPSYCHOLOGY,0,,,
OTHER,Occupational Therapy,REHAB OCCUPATIONAL THE,2337,,,
OTHER,Physical Therapy,REHAB PHYSICAL THERAPY,4871,,,
OTHER,Physical Medicine and Rehab,REHAB PROSTHETICS,0,,,
OTHER,Speech Therapy,REHAB SPEECH THERAPY,384,,,
OTHER,OB/Gyn,VEMR BBA OBGYN,0,,,
OTHER,OB/Gyn,VEMR CHEN MORGAN OBGYN,0,,,
OTHER,Gynecology,VEMR GRIGORYAN GYN,0,,,
OTHER,General Surgery,VEMR LAPAROSCOPIC SC,0,,,
OTHER,Anesthesiology-Pain Mgmt,VEMR MHTN UES PAIN,0,,,
OTHER,Plastic Surgery,VEMR MICHELLE COPELAND,0,,,
OTHER,OB/Gyn,VEMR PARK AVE WOMENS,0,,,
OTHER,OB/Gyn,VEMR PARK AVENUE OBGYN,0,,,
OTHER,Anesthesiology-Pain Mgmt,VEMR QUEENS UES PAIN,0,,,
OTHER,Psychiatry,VEMR SHARI LUSSKIN,0,,,
OTHER,Oncology,VEMR YASHAR HIRSHAUT,0,,,
OTHER,Endocrinology,VEMR Z T BLOOMGARDEN,0,,,
OTHER,Vascular and Interventional Radiology,WINSTON INTERVENTIONAL RADIOLOGY,0,,,
,Pulmonary Disease and Critical Care,1000 10TH AVE SLEEP CENTER,0,,,
,Peds Neurology,116 5TH AVE NEUROLOGY PEDS,0,,,
,Oncology,116 5TH AVE SURG ONCOLOGY,0,,,
,Gastroenterology,207 GLEN COVE AVE GASTROENTEROLOGY,17,,,
,*No specialty,25-20 30TH AVE PST COVID TEST,0,,,
,Psychiatry,281 1ST AVE PSYCH MCT,0,,,
,Psychiatry,411 WEST 114TH ST CARES UPRISE,0,,,
,Hepatology,425 W 59TH ST RMTI LIVER DISEASE,0,,,
,Gastroenterology,619 W 54TH ST ENDOSCOPY,0,,,
,Urology,625 MADISON AVE UROLOGY MOBILE UNIT,0,,,
,Cardiology,77 PONDFIELD RD CARDIOLOGY,0,,,
